0.5376372,0.035808712,0.046271373,0.17991588,0.08305567,0.0042999857,0.05127757,0.0022957872,0.0098554725,0.04657347,0.000313959,0.002694983
0.54554844,0.05101806,0.21041547,0.09505535,0.010781674,0.021639684,0.03176966,0.006515532,0.0124294385,0.0111912275,0.00112261,0.002512796
0.14935218,0.10929943,0.14597146,0.11124697,0.06542961,0.11648605,0.06854241,0.04596253,0.06248327,0.051687833,0.03055265,0.04298557
0.45660925,0.07177511,0.17653862,0.10709799,0.012296771,0.065827794,0.053940274,0.01195601,0.026968652,0.009453371,0.00253185,0.0050042532
0.6151318,0.041211456,0.14197853,0.04403049,0.01820827,0.026019987,0.060124297,0.027766384,0.005758984,0.018938242,0.00024592658,0.00058567425
0.08594182,0.061186012,0.17479564,0.2868469,0.12428252,0.0077707637,0.018394161,0.007113873,0.020099826,0.21053466,0.0011612886,0.0018724352
0.17496608,0.16218303,0.051131763,0.06654021,0.11582818,0.0393674,0.1963041,0.03825353,0.047013845,0.07712599,0.011252208,0.020033717
0.11691447,0.053647127,0.063817985,0.07361841,0.08126635,0.112062946,0.09720773,0.060858753,0.100717455,0.2189711,0.009219933,0.011697774
0.71119577,0.034383696,0.116185956,0.0119001195,0.015713364,0.037318613,0.028822554,0.036194883,0.003916692,0.0038864794,0.00010149703,0.00038034774
0.92383933,0.006857525,0.043620974,0.01746424,0.00076395314,0.0025620959,0.0022770788,0.00092567544,0.00084106415,0.0006597828,1.3080204e-05,0.00017527577
0.42846626,0.03374634,0.43485653,0.018393395,0.0056385,0.0077184713,0.012817641,0.014494559,0.025511386,0.017020665,0.00049624126,0.0008399391
0.07370088,0.08034308,0.09520599,0.05661772,0.13101041,0.04784693,0.14033519,0.098262876,0.10539138,0.12830988,0.021984698,0.020990921
0.4743074,0.09786335,0.011318508,0.16883692,0.02561201,0.07167093,0.081293456,0.020521345,0.007593435,0.032709587,0.0014434173,0.0068297326
0.21826817,0.069867894,0.13785884,0.11393338,0.09142534,0.052162707,0.090143465,0.048467256,0.047157172,0.08330351,0.0073770136,0.04003533
0.2831357,0.06336068,0.2985573,0.10531153,0.022741435,0.038698163,0.03446994,0.029793559,0.06881487,0.024138885,0.005719972,0.025258018
0.84757525,0.025482684,0.053875286,0.042274393,0.0058513675,0.004982493,0.008571243,0.002539723,0.004894317,0.0029546272,0.00023300393,0.00076558895
0.29211673,0.037531585,0.044625267,0.028507106,0.064940594,0.027168147,0.4719308,0.014615461,0.0071377154,0.010708314,3.5062283e-05,0.00068319985
0.06870876,0.039872427,0.048331585,0.056863938,0.026642794,0.0062715285,0.035030555,0.0012114007,0.0061765793,0.70963776,0.00042923502,0.00082334917
0.7319652,0.018955147,0.020208133,0.02793639,0.0061147823,0.016265713,0.12999263,0.034321688,0.006288319,0.0077745426,2.2593755e-05,0.00015474213
0.17240678,0.14940922,0.07698693,0.34074324,0.015178953,0.061075382,0.06239247,0.01597585,0.023506101,0.06972134,0.004004043,0.00859973
0.14022765,0.1208922,0.103745915,0.124512784,0.060828913,0.043661676,0.06371218,0.027751058,0.045206096,0.22418821,0.029385576,0.015887767
0.112982005,0.04080366,0.05250886,0.18613736,0.044227373,0.094867535,0.14448692,0.09099689,0.06558661,0.13220115,0.014995515,0.020206168
0.48030922,0.08163542,0.2614436,0.08171267,0.010641419,0.029526938,0.025975885,0.0037142418,0.009646003,0.0146164065,0.00011156494,0.00066660607
